id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi,user_encoded,product_encoded,interaction
T006550,U005,P032,2025-07-17,19:05,Pemasukan,Laundry,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.1
T006550,U005,P035,2025-07-17,19:05,Pemasukan,Laundry,4,25000,100000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.4
T006551,U003,P017,2026-09-07,22:29,Pengeluaran,Makanan,1,20000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,16,0.1
T006551,U003,P022,2026-09-07,22:29,Pemasukan,Frozen Food,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,21,0.3
T006551,U003,P021,2026-09-07,22:29,Pemasukan,Frozen Food,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,20,0.4
T006552,U004,P027,2025-05-31,17:12,Pemasukan,Bakery,4,22000,88000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.4
T006552,U004,P029,2025-05-31,17:12,Pemasukan,Bakery,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.4
T006553,U006,P036,2026-04-03,20:47,Pemasukan,Fashion,2,150000,300000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.2
T006554,U001,P003,2025-12-25,18:56,Pemasukan,Minuman,3,18000,54000,QRIS,Natal,Harga Normal,Berhasil,0,2,0.3
T006554,U001,P001,2025-12-25,18:56,Pemasukan,Minuman,2,15000,30000,QRIS,Natal,Harga Normal,Berhasil,0,0,0.2
T006555,U005,P033,2025-07-23,13:49,Pemasukan,Laundry,6,12000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.6
T006555,U005,P035,2025-07-23,13:49,Pemasukan,Laundry,3,25000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.3
T006556,U004,P027,2025-06-19,12:36,Pemasukan,Bakery,2,22000,37400,Cash,Tidak Ada Event,Diskon 15%,Berhasil,3,26,0.2
T006556,U004,P030,2025-06-19,12:36,Pemasukan,Bakery,2,28000,47600,Cash,Tidak Ada Event,Diskon 15%,Berhasil,3,29,0.2
T006556,U004,P026,2025-06-19,12:36,Pemasukan,Bakery,2,18000,30600,Cash,Tidak Ada Event,Diskon 15%,Berhasil,3,25,0.2
T006556,U004,P028,2025-06-19,12:36,Pemasukan,Bakery,4,15000,51000,Cash,Tidak Ada Event,Diskon 15%,Berhasil,3,27,0.4
T006557,U002,P010,2024-05-02,11:19,Pemasukan,Sembako,6,12000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.6
T006558,U003,P025,2025-04-21,18:52,Pemasukan,Frozen Food,5,25000,125000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,24,0.5
T006558,U003,P018,2025-04-21,18:52,Pemasukan,Makanan,2,25000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,17,0.2
T006559,U003,P020,2026-09-14,15:12,Pemasukan,Makanan,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,19,0.3
T006559,U003,P024,2026-09-14,15:12,Pengeluaran,Frozen Food,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,23,0.4
T006560,U002,P010,2025-01-03,12:43,Pemasukan,Sembako,8,12000,96000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.8
T006560,U002,P014,2025-01-03,12:43,Pemasukan,Snack,4,14000,56000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,13,0.4
T006560,U002,P008,2025-01-03,12:43,Pemasukan,Sembako,10,16000,160000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,7,1.0
T006561,U004,P026,2026-12-01,16:47,Pengeluaran,Bakery,2,18000,36000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.2
T006562,U001,P003,2026-11-12,23:50,Pemasukan,Minuman,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.1
T006563,U002,P010,2024-10-08,15:11,Pemasukan,Sembako,10,12000,120000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,9,1.0
T006563,U002,P012,2024-10-08,15:11,Pemasukan,Snack,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,11,0.4
T006563,U002,P015,2024-10-08,15:11,Pemasukan,Snack,4,10000,40000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,14,0.4
T006564,U003,P018,2025-08-30,18:00,Pemasukan,Makanan,3,25000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,17,0.3
T006564,U003,P020,2025-08-30,18:00,Pemasukan,Makanan,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,19,0.2
T006565,U005,P035,2026-03-25,09:54,Pemasukan,Laundry,6,25000,150000,Transfer,Lebaran,Harga Normal,Berhasil,4,34,0.6
T006566,U005,P033,2026-12-05,12:39,Pemasukan,Laundry,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.3
T006567,U006,P039,2026-02-08,19:40,Pemasukan,Fashion,2,120000,240000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.2
T006568,U003,P016,2024-10-07,17:32,Pemasukan,Makanan,2,35000,70000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,15,0.2
T006569,U006,P040,2026-04-03,11:47,Pemasukan,Fashion,1,50000,50000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.1
T006569,U006,P039,2026-04-03,11:47,Pemasukan,Fashion,2,120000,240000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.2
T006569,U006,P037,2026-04-03,11:47,Pemasukan,Fashion,1,90000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.1
T006569,U006,P036,2026-04-03,11:47,Pemasukan,Fashion,1,150000,150000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.1
T006570,U004,P026,2025-12-07,15:36,Pemasukan,Bakery,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.3
T006570,U004,P030,2025-12-07,15:36,Pengeluaran,Bakery,4,28000,112000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.4
T006571,U005,P035,2025-03-17,16:42,Pemasukan,Laundry,5,25000,125000,QRIS,Ramadan,Harga Normal,Berhasil,4,34,0.5
T006571,U005,P032,2025-03-17,16:42,Pemasukan,Laundry,4,15000,60000,QRIS,Ramadan,Harga Normal,Berhasil,4,31,0.4
T006571,U005,P031,2025-03-17,16:42,Pemasukan,Laundry,8,12000,96000,QRIS,Ramadan,Harga Normal,Berhasil,4,30,0.8
T006572,U005,P031,2026-05-07,16:18,Pemasukan,Laundry,6,12000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.6
T006572,U005,P033,2026-05-07,16:18,Pemasukan,Laundry,7,12000,84000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.7
T006573,U006,P038,2026-03-02,19:39,Pemasukan,Fashion,1,75000,75000,QRIS,Ramadan,Harga Normal,Berhasil,5,37,0.1
T006573,U006,P037,2026-03-02,19:39,Pemasukan,Fashion,1,90000,90000,QRIS,Ramadan,Harga Normal,Berhasil,5,36,0.1
T006574,U001,P005,2025-08-22,19:53,Pengeluaran,Minuman,2,5000,10000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.2
T006574,U001,P004,2025-08-22,19:53,Pemasukan,Minuman,3,10000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.3
T006575,U005,P031,2026-02-07,16:51,Pemasukan,Laundry,6,12000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.6
T006576,U005,P035,2026-09-13,15:23,Pemasukan,Laundry,5,25000,125000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.5
T006576,U005,P031,2026-09-13,15:23,Pemasukan,Laundry,5,12000,60000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.5
T006576,U005,P033,2026-09-13,15:23,Pemasukan,Laundry,5,12000,60000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.5
T006576,U005,P034,2026-09-13,15:23,Pemasukan,Laundry,6,7000,42000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.6
T006577,U005,P031,2025-04-25,19:53,Pemasukan,Laundry,4,12000,38400,Cash,Tidak Ada Event,Diskon 20%,Berhasil,4,30,0.4
T006577,U005,P033,2025-04-25,19:53,Pemasukan,Laundry,7,12000,67200,Cash,Tidak Ada Event,Diskon 20%,Berhasil,4,32,0.7
T006578,U002,P010,2024-03-04,12:16,Pemasukan,Sembako,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.2
T006578,U002,P008,2024-03-04,12:16,Pemasukan,Sembako,4,16000,64000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,7,0.4
T006578,U002,P007,2024-03-04,12:16,Pemasukan,Sembako,9,70000,630000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,6,0.9
T006579,U004,P030,2025-03-07,17:28,Pemasukan,Bakery,3,28000,84000,QRIS,Ramadan,Harga Normal,Berhasil,3,29,0.3
T006579,U004,P028,2025-03-07,17:28,Pemasukan,Bakery,1,15000,15000,QRIS,Ramadan,Harga Normal,Berhasil,3,27,0.1
T006580,U006,P036,2026-03-06,12:51,Pemasukan,Fashion,2,150000,300000,QRIS,Ramadan,Harga Normal,Berhasil,5,35,0.2
T006581,U006,P039,2025-05-26,15:31,Pemasukan,Fashion,1,120000,120000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T006582,U006,P036,2025-06-03,12:00,Pengeluaran,Fashion,1,150000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.1
T006583,U005,P032,2026-07-04,14:44,Pemasukan,Laundry,6,15000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.6
T006583,U005,P035,2026-07-04,14:44,Pengeluaran,Laundry,3,25000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.3
T006584,U001,P001,2024-09-20,18:39,Pemasukan,Minuman,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.4
T006585,U006,P038,2025-09-17,17:02,Pemasukan,Fashion,1,75000,75000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.1
T006586,U005,P035,2026-06-19,14:59,Pemasukan,Laundry,1,25000,25000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.1
T006586,U005,P032,2026-06-19,14:59,Pemasukan,Laundry,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.1
T006587,U006,P036,2026-02-03,19:53,Pemasukan,Fashion,1,150000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.1
T006588,U001,P004,2026-11-18,23:49,Pemasukan,Minuman,3,10000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.3
T006589,U004,P030,2026-03-02,16:37,Pemasukan,Bakery,1,28000,28000,Cash,Ramadan,Harga Normal,Berhasil,3,29,0.1
T006589,U004,P026,2026-03-02,16:37,Pemasukan,Bakery,1,18000,18000,Cash,Ramadan,Harga Normal,Berhasil,3,25,0.1
T006590,U006,P039,2026-01-20,16:24,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T006591,U006,P039,2025-07-22,18:34,Pemasukan,Fashion,1,120000,102000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,5,38,0.1
T006591,U006,P040,2025-07-22,18:34,Pemasukan,Fashion,2,50000,85000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,5,39,0.2
T006592,U003,P021,2024-10-11,18:27,Pemasukan,Frozen Food,5,18000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,20,0.5
T006592,U003,P020,2024-10-11,18:27,Pemasukan,Makanan,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,19,0.3
T006593,U001,P002,2025-12-18,20:50,Pemasukan,Minuman,1,20000,16000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil,0,1,0.1
T006594,U002,P014,2024-10-21,17:45,Pemasukan,Snack,2,14000,28000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,1,13,0.2
T006594,U002,P006,2024-10-21,17:45,Pengeluaran,Sembako,1,18000,18000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,1,5,0.1
T006595,U003,P017,2025-05-17,16:00,Pemasukan,Makanan,2,20000,36000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil,2,16,0.2
T006595,U003,P018,2025-05-17,16:00,Pengeluaran,Makanan,1,25000,22500,QRIS,Tidak Ada Event,Diskon 10%,Berhasil,2,17,0.1
T006595,U003,P020,2025-05-17,16:00,Pemasukan,Makanan,3,15000,40500,QRIS,Tidak Ada Event,Diskon 10%,Berhasil,2,19,0.3
T006596,U006,P038,2025-10-11,10:46,Pemasukan,Fashion,1,75000,75000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.1
T006597,U006,P037,2026-07-21,11:43,Pemasukan,Fashion,2,90000,180000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.2
T006597,U006,P038,2026-07-21,11:43,Pemasukan,Fashion,2,75000,150000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,37,0.2
T006598,U002,P008,2025-12-05,20:32,Pemasukan,Sembako,1,16000,16000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,7,0.1
T006599,U006,P040,2025-10-20,21:30,Pemasukan,Fashion,2,50000,100000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.2
T006600,U002,P006,2024-08-06,18:05,Pemasukan,Sembako,3,18000,51300,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,5,0.3
T006600,U002,P015,2024-08-06,18:05,Pemasukan,Snack,1,10000,9500,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,14,0.1
T006601,U005,P031,2025-09-06,17:01,Pemasukan,Laundry,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.1
T006601,U005,P034,2025-09-06,17:01,Pemasukan,Laundry,2,7000,14000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.2
T006601,U005,P032,2025-09-06,17:01,Pemasukan,Laundry,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.3
T006602,U006,P039,2025-06-26,17:32,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T006603,U001,P002,2024-10-03,18:51,Pemasukan,Minuman,1,20000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,1,0.1
T006604,U006,P036,2025-05-02,18:17,Pemasukan,Fashion,1,150000,150000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,35,0.1
T006604,U006,P037,2025-05-02,18:17,Pengeluaran,Fashion,2,90000,180000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.2
T006604,U006,P039,2025-05-02,18:17,Pemasukan,Fashion,1,120000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,38,0.1
T006605,U001,P002,2026-11-25,21:09,Pemasukan,Minuman,3,20000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,1,0.3
T006605,U001,P005,2026-11-25,21:09,Pemasukan,Minuman,1,5000,5000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.1
T006605,U001,P001,2026-11-25,21:09,Pemasukan,Minuman,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.2
T006605,U001,P004,2026-11-25,21:09,Pemasukan,Minuman,1,10000,10000,Cash,Tidak Ada Event,Harga Normal,Berhasil,0,3,0.1
T006606,U004,P030,2026-07-26,15:51,Pemasukan,Bakery,1,28000,28000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.1
T006607,U004,P027,2026-04-17,06:34,Pemasukan,Bakery,1,22000,19800,Cash,Tidak Ada Event,Diskon 10%,Berhasil,3,26,0.1
T006607,U004,P028,2026-04-17,06:34,Pemasukan,Bakery,4,15000,54000,Cash,Tidak Ada Event,Diskon 10%,Berhasil,3,27,0.4
T006608,U002,P009,2024-10-14,13:17,Pemasukan,Sembako,10,28000,280000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,8,1.0
T006609,U001,P002,2025-07-10,20:45,Pemasukan,Minuman,4,20000,68000,Cash,Tidak Ada Event,Diskon 15%,Berhasil,0,1,0.4
T006610,U006,P037,2026-01-10,17:30,Pemasukan,Fashion,2,90000,180000,Cash,Tidak Ada Event,Harga Normal,Berhasil,5,36,0.2
T006611,U001,P002,2026-09-11,23:01,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,1,0.4
T006611,U001,P001,2026-09-11,23:01,Pemasukan,Minuman,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,0,0.4
T006612,U005,P032,2026-05-11,16:09,Pemasukan,Laundry,2,15000,30000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.2
T006613,U002,P008,2026-04-04,20:18,Pemasukan,Sembako,4,16000,54400,Cash,4.4 Sale,Diskon 15%,Berhasil,1,7,0.4
T006613,U002,P011,2026-04-04,20:18,Pemasukan,Snack,4,12000,40800,Cash,4.4 Sale,Diskon 15%,Berhasil,1,10,0.4
T006614,U002,P011,2024-12-27,19:13,Pemasukan,Snack,3,12000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.3
T006615,U002,P011,2025-01-14,10:57,Pemasukan,Snack,3,12000,34200,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,10,0.3
T006615,U002,P007,2025-01-14,10:57,Pemasukan,Sembako,9,70000,598500,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,6,0.9
T006615,U002,P006,2025-01-14,10:57,Pemasukan,Sembako,6,18000,102600,Cash,Tidak Ada Event,Diskon 5%,Berhasil,1,5,0.6
T006616,U004,P030,2026-12-11,15:30,Pemasukan,Bakery,1,28000,28000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.1
T006617,U005,P031,2026-05-01,08:56,Pemasukan,Laundry,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,30,0.4
T006618,U006,P036,2025-08-11,11:47,Pemasukan,Fashion,2,150000,285000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,5,35,0.2
T006619,U002,P006,2026-12-06,11:36,Pemasukan,Sembako,3,18000,43200,QRIS,Tidak Ada Event,Diskon 20%,Berhasil,1,5,0.3
T006619,U002,P013,2026-12-06,11:36,Pemasukan,Snack,5,15000,60000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil,1,12,0.5
T006620,U004,P029,2026-06-11,09:44,Pemasukan,Bakery,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.1
T006620,U004,P026,2026-06-11,09:44,Pemasukan,Bakery,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.2
T006621,U002,P006,2026-08-24,16:46,Pemasukan,Sembako,5,18000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,5,0.5
T006621,U002,P010,2026-08-24,16:46,Pemasukan,Sembako,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,9,0.1
T006622,U005,P032,2025-04-25,17:58,Pemasukan,Laundry,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.1
T006623,U002,P006,2024-06-20,19:19,Pemasukan,Sembako,6,18000,108000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,5,0.6
T006623,U002,P011,2024-06-20,19:19,Pemasukan,Snack,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.1
T006624,U003,P016,2025-02-24,12:06,Pemasukan,Makanan,1,35000,35000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,15,0.1
T006624,U003,P021,2025-02-24,12:06,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,20,0.1
T006625,U003,P018,2025-03-23,17:12,Pemasukan,Makanan,2,25000,50000,QRIS,Ramadan,Harga Normal,Berhasil,2,17,0.2
T006626,U006,P040,2025-12-02,17:22,Pemasukan,Fashion,1,50000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,5,39,0.1
T006627,U003,P025,2025-01-18,16:36,Pemasukan,Frozen Food,4,25000,100000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,24,0.4
T006628,U005,P032,2025-11-29,14:20,Pemasukan,Laundry,1,15000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.1
T006628,U005,P035,2025-11-29,14:20,Pemasukan,Laundry,7,25000,175000,Cash,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.7
T006629,U002,P007,2026-10-18,16:09,Pemasukan,Sembako,1,70000,70000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,6,0.1
T006629,U002,P015,2026-10-18,16:09,Pemasukan,Snack,4,10000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,14,0.4
T006629,U002,P011,2026-10-18,16:09,Pengeluaran,Snack,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.2
T006630,U002,P011,2024-10-28,14:07,Pemasukan,Snack,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,10,0.1
T006630,U002,P009,2024-10-28,14:07,Pemasukan,Sembako,6,28000,168000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,8,0.6
T006631,U001,P001,2025-11-16,20:28,Pemasukan,Minuman,2,15000,28500,Transfer,Tidak Ada Event,Diskon 5%,Berhasil,0,0,0.2
T006632,U006,P040,2026-06-05,17:41,Pemasukan,Fashion,1,50000,45000,Cash,Tidak Ada Event,Diskon 10%,Berhasil,5,39,0.1
T006633,U003,P018,2024-07-23,16:58,Pemasukan,Makanan,1,25000,25000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,17,0.1
T006634,U003,P023,2025-04-13,13:02,Pemasukan,Frozen Food,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,22,0.3
T006634,U003,P022,2025-04-13,13:02,Pemasukan,Frozen Food,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,21,0.2
T006634,U003,P025,2025-04-13,13:02,Pengeluaran,Frozen Food,2,25000,50000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,24,0.2
T006634,U003,P019,2025-04-13,13:02,Pemasukan,Makanan,2,28000,56000,Cash,Tidak Ada Event,Harga Normal,Berhasil,2,18,0.2
T006635,U004,P028,2025-04-04,07:56,Pemasukan,Bakery,1,15000,15000,QRIS,4.4 Sale,Harga Normal,Berhasil,3,27,0.1
T006636,U003,P023,2024-10-26,18:58,Pemasukan,Frozen Food,5,18000,90000,Cash,Tidak Ada Event,Harga Normal,Dibatalkan,2,22,0.5
T006636,U003,P018,2024-10-26,18:58,Pemasukan,Makanan,1,25000,25000,Cash,Tidak Ada Event,Harga Normal,Dibatalkan,2,17,0.1
T006637,U004,P028,2026-05-26,09:59,Pemasukan,Bakery,4,15000,57000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil,3,27,0.4
T006638,U004,P030,2026-07-03,17:53,Pengeluaran,Bakery,2,28000,56000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,29,0.2
T006638,U004,P028,2026-07-03,17:53,Pemasukan,Bakery,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,27,0.4
T006638,U004,P029,2026-07-03,17:53,Pemasukan,Bakery,1,12000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.1
T006639,U006,P039,2026-05-29,14:34,Pemasukan,Fashion,1,120000,114000,Cash,Tidak Ada Event,Diskon 5%,Berhasil,5,38,0.1
T006639,U006,P036,2026-05-29,14:34,Pemasukan,Fashion,1,150000,142500,Cash,Tidak Ada Event,Diskon 5%,Berhasil,5,35,0.1
T006639,U006,P037,2026-05-29,14:34,Pemasukan,Fashion,1,90000,85500,Cash,Tidak Ada Event,Diskon 5%,Berhasil,5,36,0.1
T006640,U004,P027,2025-07-12,18:32,Pemasukan,Bakery,2,22000,37400,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,3,26,0.2
T006640,U004,P026,2025-07-12,18:32,Pemasukan,Bakery,2,18000,30600,QRIS,Tidak Ada Event,Diskon 15%,Berhasil,3,25,0.2
T006641,U003,P019,2026-02-12,18:29,Pemasukan,Makanan,1,28000,28000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,2,18,0.1
T006642,U005,P033,2025-11-29,19:54,Pemasukan,Laundry,7,12000,84000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.7
T006643,U005,P033,2025-05-22,13:29,Pemasukan,Laundry,2,12000,24000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,32,0.2
T006643,U005,P034,2025-05-22,13:29,Pemasukan,Laundry,3,7000,21000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,33,0.3
T006643,U005,P035,2025-05-22,13:29,Pemasukan,Laundry,3,25000,75000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,34,0.3
T006643,U005,P032,2025-05-22,13:29,Pemasukan,Laundry,3,15000,45000,Transfer,Tidak Ada Event,Harga Normal,Berhasil,4,31,0.3
T006644,U002,P008,2024-07-01,16:28,Pemasukan,Sembako,4,16000,64000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,7,0.4
T006645,U002,P014,2025-09-19,18:11,Pemasukan,Snack,5,14000,70000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,13,0.5
T006645,U002,P012,2025-09-19,18:11,Pemasukan,Snack,5,18000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,1,11,0.5
T006646,U004,P026,2025-05-12,08:20,Pemasukan,Bakery,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,25,0.4
T006646,U004,P027,2025-05-12,08:20,Pemasukan,Bakery,3,22000,66000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,26,0.3
T006646,U004,P028,2025-05-12,08:20,Pemasukan,Bakery,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,27,0.2
T006646,U004,P029,2025-05-12,08:20,Pemasukan,Bakery,2,12000,24000,Cash,Tidak Ada Event,Harga Normal,Berhasil,3,28,0.2
T006647,U005,P031,2025-03-17,09:38,Pemasukan,Laundry,8,12000,96000,QRIS,Ramadan,Harga Normal,Berhasil,4,30,0.8
T006648,U001,P003,2024-08-19,21:04,Pemasukan,Minuman,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,2,0.1
T006648,U001,P005,2024-08-19,21:04,Pemasukan,Minuman,4,5000,20000,QRIS,Tidak Ada Event,Harga Normal,Berhasil,0,4,0.4
T006649,U002,P009,2026-08-01,17:00,Pemasukan,Sembako,1,28000,28000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,8,0.1
T006649,U002,P013,2026-08-01,17:00,Pemasukan,Snack,6,15000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil,1,12,0.6
