id_log,id_produk,id_seller,tanggal,jenis_perubahan,jumlah,stok_sebelum,stok_sesudah,alasan
L005158,P025,U005,2025-09-24,Restock,28,2495,2523,Pembelian supplier
L005642,P028,U006,2025-09-24,Restock,48,3912,3960,Pembelian supplier
L002252,P030,U006,2025-09-24,Restock,10,2292,2302,Pembelian supplier
L004471,P023,U005,2025-09-24,Penyesuaian,70,3242,3172,Audit stok
L002800,P006,U002,2025-09-24,Restock,39,2265,2304,Pembelian supplier
L004822,P011,U003,2025-09-24,Restock,43,2756,2799,Pembelian supplier
L001071,P020,U004,2025-09-24,Penyesuaian,74,1438,1364,Audit stok
L003422,P010,U002,2025-09-25,Restock,63,393,456,Pembelian supplier
L000801,P020,U004,2025-09-25,Restock,13,1565,1578,Pembelian supplier
L005185,P027,U006,2025-09-25,Retur Supplier,36,1418,1454,Pengembalian supplier
L001013,P002,U001,2025-09-25,Retur Supplier,45,913,958,Pengembalian supplier
L001688,P016,U004,2025-09-25,Barang Rusak,32,1727,1695,Kerusakan barang
L000221,P029,U006,2025-09-25,Barang Rusak,20,3175,3155,Kerusakan barang
L005958,P022,U005,2025-09-25,Restock,66,4508,4574,Pembelian supplier
L003127,P014,U003,2025-09-25,Restock,72,907,979,Pembelian supplier
L003132,P010,U002,2025-09-25,Penjualan,49,477,428,Produk terjual
L002729,P023,U005,2025-09-25,Penyesuaian,71,3585,3514,Audit stok
L005232,P024,U005,2025-09-25,Barang Rusak,72,2079,2007,Kerusakan barang
L001120,P009,U002,2025-09-25,Restock,74,3131,3205,Pembelian supplier
L001826,P027,U006,2025-09-26,Penjualan,69,1930,1861,Produk terjual
L004540,P006,U002,2025-09-26,Penjualan,76,2903,2827,Produk terjual
L001145,P027,U006,2025-09-26,Barang Rusak,44,1951,1907,Kerusakan barang
L004808,P017,U004,2025-09-26,Barang Rusak,27,3797,3770,Kerusakan barang
L002583,P018,U004,2025-09-26,Restock,71,2812,2883,Pembelian supplier
L002298,P012,U003,2025-09-26,Penjualan,35,3770,3735,Produk terjual
L000555,P026,U006,2025-09-27,Restock,71,2013,2084,Pembelian supplier
L002862,P011,U003,2025-09-27,Restock,53,2617,2670,Pembelian supplier
L000775,P022,U005,2025-09-27,Restock,32,2489,2521,Pembelian supplier
L000375,P011,U003,2025-09-27,Penjualan,46,2267,2221,Produk terjual
L001047,P018,U004,2025-09-27,Penjualan,62,2689,2627,Produk terjual
L001097,P019,U004,2025-09-27,Restock,76,3812,3888,Pembelian supplier
L004486,P003,U001,2025-09-27,Penjualan,75,2606,2531,Produk terjual
L005537,P027,U006,2025-09-28,Kadaluarsa,15,1872,1857,Melewati masa jual
L005098,P023,U005,2025-09-28,Restock,13,3441,3454,Pembelian supplier
L002387,P028,U006,2025-09-28,Restock,50,2616,2666,Pembelian supplier
L004882,P021,U005,2025-09-28,Restock,3,2629,2632,Pembelian supplier
L002639,P019,U004,2025-09-28,Penjualan,54,4602,4548,Produk terjual
L005502,P016,U004,2025-09-28,Restock,80,2992,3072,Pembelian supplier
L002150,P028,U006,2025-09-28,Restock,78,2377,2455,Pembelian supplier
L004741,P027,U006,2025-09-29,Penjualan,60,1491,1431,Produk terjual
L001568,P029,U006,2025-09-29,Restock,27,3315,3342,Pembelian supplier
L003337,P005,U001,2025-09-29,Retur Supplier,74,3288,3362,Pengembalian supplier
L002761,P023,U005,2025-09-29,Restock,10,3533,3543,Pembelian supplier
L002149,P028,U006,2025-09-29,Penjualan,59,2436,2377,Produk terjual
L000229,P012,U003,2025-09-29,Restock,68,2671,2739,Pembelian supplier
L003294,P026,U006,2025-09-29,Kadaluarsa,46,3411,3365,Melewati masa jual
L001033,P028,U006,2025-09-30,Restock,29,2159,2188,Pembelian supplier
L005310,P004,U001,2025-09-30,Penyesuaian,49,1532,1483,Audit stok
L001969,P014,U003,2025-09-30,Restock,16,796,812,Pembelian supplier
L005807,P014,U003,2025-09-30,Restock,28,1545,1573,Pembelian supplier
L003466,P029,U006,2025-09-30,Restock,2,4181,4183,Pembelian supplier
L004360,P020,U004,2025-09-30,Penjualan,30,2182,2152,Produk terjual
L001240,P017,U004,2025-09-30,Restock,34,1804,1838,Pembelian supplier
L001760,P007,U002,2025-10-01,Restock,24,3182,3206,Pembelian supplier
L004632,P027,U006,2025-10-01,Restock,40,1446,1486,Pembelian supplier
L001931,P024,U005,2025-10-01,Penjualan,65,2011,1946,Produk terjual
L001979,P021,U005,2025-10-01,Retur Supplier,77,1244,1321,Pengembalian supplier
L003768,P002,U001,2025-10-01,Penjualan,63,2167,2104,Produk terjual
L001133,P029,U006,2025-10-01,Restock,23,3218,3241,Pembelian supplier
L002853,P008,U002,2025-10-01,Restock,30,1996,2026,Pembelian supplier
L001591,P001,U001,2025-10-01,Restock,80,2304,2384,Pembelian supplier
L005029,P025,U005,2025-10-01,Penjualan,61,2477,2416,Produk terjual
L003486,P022,U005,2025-10-01,Penjualan,73,3129,3056,Produk terjual
L000816,P004,U001,2025-10-02,Penjualan,63,253,190,Produk terjual
L003459,P019,U004,2025-10-02,Restock,64,5189,5253,Pembelian supplier
L002349,P023,U005,2025-10-02,Restock,19,3675,3694,Pembelian supplier
L005001,P029,U006,2025-10-02,Restock,48,4623,4671,Pembelian supplier
L003154,P028,U006,2025-10-03,Restock,24,3343,3367,Pembelian supplier
L000696,P029,U006,2025-10-03,Penjualan,57,3293,3236,Produk terjual
L000146,P029,U006,2025-10-04,Restock,67,3096,3163,Pembelian supplier
L000417,P004,U001,2025-10-04,Penyesuaian,62,432,370,Audit stok
L004901,P020,U004,2025-10-04,Restock,69,2292,2361,Pembelian supplier
L004749,P002,U001,2025-10-04,Restock,60,2460,2520,Pembelian supplier
L002424,P002,U001,2025-10-04,Penjualan,26,1670,1644,Produk terjual
L003568,P019,U004,2025-10-04,Restock,78,5253,5331,Pembelian supplier
L002924,P027,U006,2025-10-04,Restock,11,1860,1871,Pembelian supplier
L001698,P012,U003,2025-10-04,Penjualan,10,3456,3446,Produk terjual
L004755,P030,U006,2025-10-05,Retur Supplier,51,3434,3485,Pengembalian supplier
L001198,P030,U006,2025-10-05,Restock,17,1817,1834,Pembelian supplier
L005694,P002,U001,2025-10-05,Restock,63,2422,2485,Pembelian supplier
L000868,P021,U005,2025-10-05,Penjualan,52,787,735,Produk terjual
L005785,P029,U006,2025-10-05,Restock,3,5095,5098,Pembelian supplier
L003992,P003,U001,2025-10-05,Restock,60,2146,2206,Pembelian supplier
L001580,P027,U006,2025-10-05,Restock,15,1732,1747,Pembelian supplier
L002576,P030,U006,2025-10-05,Restock,17,2132,2149,Pembelian supplier
L004155,P027,U006,2025-10-05,Restock,67,1534,1601,Pembelian supplier
L000700,P006,U002,2025-10-05,Barang Rusak,39,1418,1379,Kerusakan barang
L003018,P008,U002,2025-10-05,Restock,53,1914,1967,Pembelian supplier
L003866,P019,U004,2025-10-05,Penjualan,14,5396,5382,Produk terjual
L001077,P016,U004,2025-10-06,Restock,55,1448,1503,Pembelian supplier
L000331,P004,U001,2025-10-06,Penjualan,5,555,550,Produk terjual
L001806,P029,U006,2025-10-06,Penjualan,68,3342,3274,Produk terjual
L005072,P015,U003,2025-10-06,Penyesuaian,38,2203,2165,Audit stok
L002917,P003,U001,2025-10-06,Restock,48,1657,1705,Pembelian supplier
L000259,P029,U006,2025-10-06,Barang Rusak,13,3201,3188,Kerusakan barang
L002363,P002,U001,2025-10-06,Restock,51,1630,1681,Pembelian supplier
L003116,P028,U006,2025-10-06,Restock,25,3382,3407,Pembelian supplier
L005327,P005,U001,2025-10-07,Retur Supplier,68,3552,3620,Pengembalian supplier
L004937,P006,U002,2025-10-07,Restock,42,3351,3393,Pembelian supplier
L004429,P003,U001,2025-10-07,Restock,47,2405,2452,Pembelian supplier
L000187,P011,U003,2025-10-07,Penjualan,39,2154,2115,Produk terjual
L002268,P027,U006,2025-10-07,Restock,49,2001,2050,Pembelian supplier
L005972,P001,U001,2025-10-08,Restock,62,3699,3761,Pembelian supplier
L001385,P005,U001,2025-10-08,Restock,70,2923,2993,Pembelian supplier
L001379,P008,U002,2025-10-08,Penjualan,41,1901,1860,Produk terjual
L003770,P007,U002,2025-10-08,Penjualan,22,3491,3469,Produk terjual
L000847,P005,U001,2025-10-08,Restock,18,2640,2658,Pembelian supplier
L003015,P021,U005,2025-10-08,Restock,74,1598,1672,Pembelian supplier
L000573,P022,U005,2025-10-08,Restock,11,2467,2478,Pembelian supplier
L000969,P008,U002,2025-10-08,Restock,8,1772,1780,Pembelian supplier
L001722,P016,U004,2025-10-08,Restock,18,1634,1652,Pembelian supplier
L003118,P028,U006,2025-10-08,Penjualan,61,3407,3346,Produk terjual
L003619,P022,U005,2025-10-08,Restock,4,2955,2959,Pembelian supplier
L004603,P015,U003,2025-10-08,Restock,5,2036,2041,Pembelian supplier
L004887,P016,U004,2025-10-09,Penjualan,55,2969,2914,Produk terjual
L003863,P004,U001,2025-10-09,Restock,43,1216,1259,Pembelian supplier
L000015,P022,U005,2025-10-09,Restock,35,2393,2428,Pembelian supplier
L004028,P027,U006,2025-10-09,Penjualan,78,1801,1723,Produk terjual
L004839,P025,U005,2025-10-09,Restock,34,2477,2511,Pembelian supplier
L002864,P024,U005,2025-10-09,Restock,64,2018,2082,Pembelian supplier
L005916,P027,U006,2025-10-10,Restock,65,2108,2173,Pembelian supplier
L000479,P013,U003,2025-10-10,Retur Supplier,62,604,666,Pengembalian supplier
L001111,P006,U002,2025-10-10,Restock,44,1695,1739,Pembelian supplier
L005721,P021,U005,2025-10-10,Penyesuaian,40,2661,2621,Audit stok
L004773,P013,U003,2025-10-11,Restock,19,506,525,Pembelian supplier
L001295,P013,U003,2025-10-11,Restock,25,756,781,Pembelian supplier
L005673,P021,U005,2025-10-11,Restock,26,2577,2603,Pembelian supplier
L002448,P020,U004,2025-10-11,Penjualan,41,1417,1376,Produk terjual
L004655,P005,U001,2025-10-11,Retur Supplier,60,3593,3653,Pengembalian supplier
L000692,P003,U001,2025-10-12,Restock,18,991,1009,Pembelian supplier
L001024,P002,U001,2025-10-12,Restock,56,958,1014,Pembelian supplier
L002435,P030,U006,2025-10-12,Penjualan,78,2183,2105,Produk terjual
L001726,P003,U001,2025-10-12,Penjualan,50,1214,1164,Produk terjual
L003072,P006,U002,2025-10-12,Restock,48,2445,2493,Pembelian supplier
L002470,P029,U006,2025-10-12,Restock,74,3402,3476,Pembelian supplier
L001714,P028,U006,2025-10-12,Kadaluarsa,77,2433,2356,Melewati masa jual
L004928,P002,U001,2025-10-12,Kadaluarsa,58,2308,2250,Melewati masa jual
L002686,P029,U006,2025-10-13,Penjualan,25,3699,3674,Produk terjual
L005066,P020,U004,2025-10-13,Restock,58,2512,2570,Pembelian supplier
L002130,P023,U005,2025-10-13,Restock,74,3588,3662,Pembelian supplier
L000251,P018,U004,2025-10-13,Penjualan,49,2716,2667,Produk terjual
L000958,P023,U005,2025-10-13,Restock,44,2973,3017,Pembelian supplier
L000055,P001,U001,2025-10-13,Restock,75,1460,1535,Pembelian supplier
L001721,P005,U001,2025-10-13,Restock,9,3084,3093,Pembelian supplier
L004680,P030,U006,2025-10-13,Restock,54,3336,3390,Pembelian supplier
L004379,P023,U005,2025-10-13,Penjualan,55,3339,3284,Produk terjual
L003259,P011,U003,2025-10-14,Restock,59,2395,2454,Pembelian supplier
L004400,P008,U002,2025-10-14,Restock,73,2483,2556,Pembelian supplier
L003785,P029,U006,2025-10-14,Penjualan,46,4319,4273,Produk terjual
L004449,P012,U003,2025-10-14,Penyesuaian,53,4284,4231,Audit stok
L000110,P021,U005,2025-10-14,Penjualan,18,865,847,Produk terjual
L005413,P002,U001,2025-10-14,Kadaluarsa,42,2494,2452,Melewati masa jual
L001176,P006,U002,2025-10-15,Barang Rusak,59,1693,1634,Kerusakan barang
L005422,P019,U004,2025-10-15,Restock,78,6025,6103,Pembelian supplier
L000397,P011,U003,2025-10-15,Penyesuaian,46,2165,2119,Audit stok
L004425,P022,U005,2025-10-15,Restock,38,3540,3578,Pembelian supplier
L004716,P020,U004,2025-10-15,Penjualan,35,2387,2352,Produk terjual
L001137,P026,U006,2025-10-15,Restock,33,2291,2324,Pembelian supplier
L000258,P020,U004,2025-10-15,Restock,76,1155,1231,Pembelian supplier
L005990,P027,U006,2025-10-15,Restock,23,2173,2196,Pembelian supplier
L000695,P029,U006,2025-10-16,Restock,28,3265,3293,Pembelian supplier
L002886,P010,U002,2025-10-16,Kadaluarsa,27,183,156,Melewati masa jual
L000478,P006,U002,2025-10-16,Restock,11,1298,1309,Pembelian supplier
L005004,P012,U003,2025-10-16,Restock,79,4529,4608,Pembelian supplier
L001046,P024,U005,2025-10-16,Restock,67,1275,1342,Pembelian supplier
L005516,P022,U005,2025-10-16,Barang Rusak,2,3834,3832,Kerusakan barang
L005905,P021,U005,2025-10-16,Restock,75,2717,2792,Pembelian supplier
L001678,P029,U006,2025-10-16,Penjualan,18,3359,3341,Produk terjual
L005239,P011,U003,2025-10-17,Penjualan,21,2917,2896,Produk terjual
L001584,P015,U003,2025-10-17,Restock,69,1550,1619,Pembelian supplier
L000685,P026,U006,2025-10-17,Restock,40,1978,2018,Pembelian supplier
L003223,P030,U006,2025-10-17,Restock,20,2320,2340,Pembelian supplier
L000386,P003,U001,2025-10-17,Penjualan,51,1113,1062,Produk terjual
L003537,P022,U005,2025-10-17,Penjualan,4,3010,3006,Produk terjual
L000439,P012,U003,2025-10-18,Restock,13,2893,2906,Pembelian supplier
L005713,P030,U006,2025-10-18,Penjualan,45,4117,4072,Produk terjual
L004964,P025,U005,2025-10-18,Restock,15,2433,2448,Pembelian supplier
L005371,P002,U001,2025-10-18,Restock,19,2475,2494,Pembelian supplier
L002536,P025,U005,2025-10-18,Restock,38,1879,1917,Pembelian supplier
L004323,P024,U005,2025-10-18,Restock,27,2311,2338,Pembelian supplier
L001130,P012,U003,2025-10-19,Penjualan,17,3332,3315,Produk terjual
L003369,P010,U002,2025-10-19,Restock,29,391,420,Pembelian supplier
L001317,P011,U003,2025-10-19,Restock,59,1932,1991,Pembelian supplier
L000745,P008,U002,2025-10-19,Restock,51,1654,1705,Pembelian supplier
L001581,P005,U001,2025-10-19,Restock,57,2980,3037,Pembelian supplier
L004215,P028,U006,2025-10-19,Restock,27,3338,3365,Pembelian supplier
L003076,P009,U002,2025-10-20,Restock,30,3748,3778,Pembelian supplier
L002250,P023,U005,2025-10-20,Restock,21,3653,3674,Pembelian supplier
L004426,P018,U004,2025-10-20,Penyesuaian,72,3527,3455,Audit stok
L004649,P026,U006,2025-10-20,Barang Rusak,78,3368,3290,Kerusakan barang
L001858,P009,U002,2025-10-20,Retur Supplier,65,3275,3340,Pengembalian supplier
L005141,P017,U004,2025-10-20,Penjualan,63,3957,3894,Produk terjual
L001748,P014,U003,2025-10-20,Penyesuaian,18,633,615,Audit stok
L005555,P024,U005,2025-10-20,Penjualan,2,1945,1943,Produk terjual
L005699,P026,U006,2025-10-21,Penjualan,45,3526,3481,Produk terjual
L003702,P012,U003,2025-10-21,Restock,19,4007,4026,Pembelian supplier
L004377,P006,U002,2025-10-21,Penjualan,54,2906,2852,Produk terjual
L003082,P030,U006,2025-10-21,Penjualan,23,2258,2235,Produk terjual
L003375,P028,U006,2025-10-21,Restock,5,3503,3508,Pembelian supplier
L003941,P012,U003,2025-10-21,Penjualan,69,3945,3876,Produk terjual
L000959,P012,U003,2025-10-21,Restock,53,3184,3237,Pembelian supplier
L004467,P026,U006,2025-10-21,Penjualan,46,3554,3508,Produk terjual
L000861,P018,U004,2025-10-21,Penjualan,33,2687,2654,Produk terjual
L000102,P026,U006,2025-10-21,Restock,66,1680,1746,Pembelian supplier
L002928,P030,U006,2025-10-21,Penyesuaian,47,2295,2248,Audit stok
L003066,P028,U006,2025-10-21,Restock,44,3429,3473,Pembelian supplier
L004626,P017,U004,2025-10-22,Restock,42,3693,3735,Pembelian supplier
L001843,P009,U002,2025-10-22,Restock,47,3228,3275,Pembelian supplier
L004529,P011,U003,2025-10-22,Penjualan,59,2869,2810,Produk terjual
L001751,P020,U004,2025-10-22,Restock,3,1357,1360,Pembelian supplier
L000522,P019,U004,2025-10-22,Restock,70,3546,3616,Pembelian supplier
L002607,P024,U005,2025-10-22,Restock,47,1902,1949,Pembelian supplier
L000217,P004,U001,2025-10-22,Penyesuaian,49,652,603,Audit stok
L003182,P008,U002,2025-10-22,Penjualan,54,1970,1916,Produk terjual
L005093,P024,U005,2025-10-22,Barang Rusak,56,2262,2206,Kerusakan barang
L000576,P026,U006,2025-10-23,Penjualan,56,2131,2075,Produk terjual
L000830,P023,U005,2025-10-23,Penyesuaian,9,3097,3088,Audit stok
L001890,P011,U003,2025-10-23,Restock,55,2278,2333,Pembelian supplier
L004772,P024,U005,2025-10-23,Penjualan,26,2244,2218,Produk terjual
L005740,P016,U004,2025-10-23,Restock,43,3129,3172,Pembelian supplier
L002017,P030,U006,2025-10-23,Penjualan,56,2275,2219,Produk terjual
L004650,P026,U006,2025-10-23,Restock,68,3290,3358,Pembelian supplier
L004465,P007,U002,2025-10-23,Penjualan,22,3489,3467,Produk terjual
L004815,P018,U004,2025-10-23,Restock,73,3392,3465,Pembelian supplier
L000804,P003,U001,2025-10-23,Restock,10,1133,1143,Pembelian supplier
L000492,P015,U003,2025-10-23,Penjualan,64,1626,1562,Produk terjual
L001126,P022,U005,2025-10-24,Penjualan,34,2619,2585,Produk terjual
L003598,P018,U004,2025-10-24,Restock,78,3357,3435,Pembelian supplier
L000438,P002,U001,2025-10-24,Penjualan,16,776,760,Produk terjual
L003098,P001,U001,2025-10-24,Restock,62,2810,2872,Pembelian supplier
L000629,P012,U003,2025-10-24,Penjualan,62,3026,2964,Produk terjual
L001415,P006,U002,2025-10-24,Restock,71,1613,1684,Pembelian supplier
L004546,P004,U001,2025-10-24,Retur Supplier,65,1276,1341,Pengembalian supplier
L003083,P016,U004,2025-10-24,Kadaluarsa,9,2394,2385,Melewati masa jual
L000773,P005,U001,2025-10-24,Restock,4,2485,2489,Pembelian supplier
L001578,P012,U003,2025-10-24,Penjualan,21,3405,3384,Produk terjual
L001654,P015,U003,2025-10-25,Penyesuaian,40,1593,1553,Audit stok
L002501,P029,U006,2025-10-25,Restock,67,3539,3606,Pembelian supplier
L004601,P001,U001,2025-10-25,Restock,28,2855,2883,Pembelian supplier
L002016,P012,U003,2025-10-25,Restock,48,3672,3720,Pembelian supplier
L004664,P010,U002,2025-10-25,Restock,30,782,812,Pembelian supplier
L001032,P025,U005,2025-10-25,Penjualan,61,1727,1666,Produk terjual
L002400,P009,U002,2025-10-25,Restock,71,3623,3694,Pembelian supplier
L000411,P003,U001,2025-10-25,Penyesuaian,9,1041,1032,Audit stok
L000859,P030,U006,2025-10-25,Restock,29,1660,1689,Pembelian supplier
L005927,P007,U002,2025-10-25,Restock,47,3699,3746,Pembelian supplier
L002057,P017,U004,2025-10-26,Restock,9,2206,2215,Pembelian supplier
L003932,P009,U002,2025-10-26,Restock,58,3861,3919,Pembelian supplier
L000767,P009,U002,2025-10-26,Restock,71,2982,3053,Pembelian supplier
L004413,P023,U005,2025-10-26,Barang Rusak,7,3235,3228,Kerusakan barang
L004160,P020,U004,2025-10-26,Restock,59,1911,1970,Pembelian supplier
L003654,P007,U002,2025-10-26,Kadaluarsa,47,3417,3370,Melewati masa jual
L003014,P023,U005,2025-10-26,Penjualan,66,3451,3385,Produk terjual
L002756,P027,U006,2025-10-26,Penjualan,7,1904,1897,Produk terjual
L001123,P029,U006,2025-10-26,Restock,67,3151,3218,Pembelian supplier
L000413,P028,U006,2025-10-26,Penjualan,29,1873,1844,Produk terjual
L004434,P017,U004,2025-10-26,Barang Rusak,24,3596,3572,Kerusakan barang
L001537,P010,U002,2025-10-26,Restock,79,253,332,Pembelian supplier
L002968,P014,U003,2025-10-27,Restock,59,993,1052,Pembelian supplier
L000716,P026,U006,2025-10-27,Restock,18,2124,2142,Pembelian supplier
L000383,P029,U006,2025-10-27,Penyesuaian,62,3012,2950,Audit stok
L004039,P002,U001,2025-10-27,Restock,23,2353,2376,Pembelian supplier
L003635,P004,U001,2025-10-27,Restock,25,945,970,Pembelian supplier
L005942,P004,U001,2025-10-27,Penjualan,8,1797,1789,Produk terjual
L002113,P020,U004,2025-10-27,Barang Rusak,30,1482,1452,Kerusakan barang
L003008,P015,U003,2025-10-27,Restock,68,1909,1977,Pembelian supplier
L003213,P021,U005,2025-10-28,Restock,55,1804,1859,Pembelian supplier
L000889,P016,U004,2025-10-28,Restock,69,1303,1372,Pembelian supplier
L000992,P004,U001,2025-10-28,Restock,50,284,334,Pembelian supplier
L002671,P012,U003,2025-10-28,Restock,39,3673,3712,Pembelian supplier
L003984,P030,U006,2025-10-29,Penjualan,64,2766,2702,Produk terjual
L004598,P026,U006,2025-10-29,Restock,18,3341,3359,Pembelian supplier
L000981,P022,U005,2025-10-29,Restock,75,2509,2584,Pembelian supplier
L000885,P028,U006,2025-10-29,Barang Rusak,8,2110,2102,Kerusakan barang
L003718,P015,U003,2025-10-29,Penjualan,51,1919,1868,Produk terjual
L003334,P005,U001,2025-10-29,Penjualan,79,3367,3288,Produk terjual
L000089,P021,U005,2025-10-30,Restock,77,788,865,Pembelian supplier
L002573,P017,U004,2025-10-30,Penjualan,14,2761,2747,Produk terjual
L003957,P004,U001,2025-10-30,Restock,36,1221,1257,Pembelian supplier
L005805,P022,U005,2025-10-30,Restock,13,4171,4184,Pembelian supplier
L001817,P023,U005,2025-10-30,Restock,28,3338,3366,Pembelian supplier
L001711,P012,U003,2025-10-31,Restock,20,3446,3466,Pembelian supplier
L005701,P026,U006,2025-10-31,Restock,43,3481,3524,Pembelian supplier
L004278,P029,U006,2025-10-31,Barang Rusak,39,4476,4437,Kerusakan barang
L004717,P020,U004,2025-10-31,Retur Supplier,65,2352,2417,Pengembalian supplier
L004188,P022,U005,2025-10-31,Penyesuaian,14,3397,3383,Audit stok
L003710,P027,U006,2025-10-31,Penjualan,24,1959,1935,Produk terjual
L004211,P020,U004,2025-10-31,Penjualan,63,2079,2016,Produk terjual
L003931,P027,U006,2025-10-31,Restock,26,1776,1802,Pembelian supplier
L000474,P008,U002,2025-10-31,Penyesuaian,27,1683,1656,Audit stok
L001462,P028,U006,2025-11-01,Penjualan,2,2082,2080,Produk terjual
L003674,P025,U005,2025-11-01,Restock,31,2192,2223,Pembelian supplier
L000884,P026,U006,2025-11-01,Penjualan,43,2179,2136,Produk terjual
L003536,P011,U003,2025-11-01,Barang Rusak,30,2497,2467,Kerusakan barang
L004942,P026,U006,2025-11-01,Penjualan,49,3394,3345,Produk terjual
L004415,P026,U006,2025-11-01,Kadaluarsa,62,3616,3554,Melewati masa jual
L001183,P011,U003,2025-11-01,Restock,11,1956,1967,Pembelian supplier
L002269,P021,U005,2025-11-01,Penyesuaian,48,1309,1261,Audit stok
L001297,P025,U005,2025-11-01,Penjualan,79,2089,2010,Produk terjual
L005478,P021,U005,2025-11-02,Penjualan,27,2600,2573,Produk terjual
L003474,P004,U001,2025-11-02,Penjualan,38,1097,1059,Produk terjual
L005396,P029,U006,2025-11-02,Restock,21,4880,4901,Pembelian supplier
L002904,P001,U001,2025-11-02,Restock,18,2842,2860,Pembelian supplier
L000871,P016,U004,2025-11-02,Penjualan,74,1377,1303,Produk terjual
L000384,P027,U006,2025-11-03,Restock,59,1674,1733,Pembelian supplier
L003733,P014,U003,2025-11-03,Barang Rusak,56,1379,1323,Kerusakan barang
L005109,P010,U002,2025-11-03,Penjualan,25,707,682,Produk terjual
L001189,P018,U004,2025-11-03,Restock,21,2737,2758,Pembelian supplier
L000031,P004,U001,2025-11-03,Restock,47,579,626,Pembelian supplier
L005870,P025,U005,2025-11-03,Retur Supplier,50,3121,3171,Pengembalian supplier
L001433,P015,U003,2025-11-03,Restock,67,1442,1509,Pembelian supplier
L004085,P016,U004,2025-11-03,Restock,15,2597,2612,Pembelian supplier
L004841,P024,U005,2025-11-04,Restock,3,2246,2249,Pembelian supplier
L002797,P030,U006,2025-11-04,Penjualan,11,2200,2189,Produk terjual
L004602,P028,U006,2025-11-04,Barang Rusak,76,3587,3511,Kerusakan barang
L005975,P004,U001,2025-11-04,Retur Supplier,69,1732,1801,Pengembalian supplier
L002110,P004,U001,2025-11-04,Kadaluarsa,18,877,859,Melewati masa jual
L001470,P028,U006,2025-11-05,Restock,60,2080,2140,Pembelian supplier
L003048,P005,U001,2025-11-05,Restock,22,3347,3369,Pembelian supplier
L003104,P024,U005,2025-11-05,Barang Rusak,23,2055,2032,Kerusakan barang
L003540,P020,U004,2025-11-05,Retur Supplier,22,1694,1716,Pengembalian supplier
L005399,P006,U002,2025-11-05,Penjualan,54,3855,3801,Produk terjual
L002840,P019,U004,2025-11-05,Restock,52,4697,4749,Pembelian supplier
L005994,P008,U002,2025-11-05,Restock,61,3894,3955,Pembelian supplier
L005705,P028,U006,2025-11-05,Restock,36,3930,3966,Pembelian supplier
L005058,P026,U006,2025-11-06,Restock,61,3334,3395,Pembelian supplier
L004685,P017,U004,2025-11-06,Restock,73,3735,3808,Pembelian supplier
L000608,P008,U002,2025-11-06,Penjualan,26,1695,1669,Produk terjual
L000540,P007,U002,2025-11-06,Penjualan,8,2594,2586,Produk terjual
L001664,P024,U005,2025-11-07,Restock,61,1819,1880,Pembelian supplier
L000208,P024,U005,2025-11-07,Penjualan,61,960,899,Produk terjual
L002293,P029,U006,2025-11-07,Restock,2,3351,3353,Pembelian supplier
L005268,P024,U005,2025-11-07,Penjualan,57,2057,2000,Produk terjual
L002952,P029,U006,2025-11-07,Restock,60,3775,3835,Pembelian supplier
L000371,P006,U002,2025-11-07,Restock,31,1327,1358,Pembelian supplier
L003266,P029,U006,2025-11-07,Restock,34,3980,4014,Pembelian supplier
L004905,P020,U004,2025-11-08,Restock,33,2361,2394,Pembelian supplier
L004326,P019,U004,2025-11-08,Restock,11,5483,5494,Pembelian supplier
L004282,P002,U001,2025-11-08,Restock,77,2494,2571,Pembelian supplier
L005813,P028,U006,2025-11-08,Restock,57,3992,4049,Pembelian supplier
L000476,P023,U005,2025-11-08,Restock,74,3021,3095,Pembelian supplier
L002384,P010,U002,2025-11-08,Restock,45,365,410,Pembelian supplier
L002823,P012,U003,2025-11-08,Penjualan,24,3745,3721,Produk terjual
L003253,P016,U004,2025-11-08,Restock,57,2422,2479,Pembelian supplier
L004907,P029,U006,2025-11-09,Penjualan,10,4610,4600,Produk terjual
L002477,P029,U006,2025-11-09,Penyesuaian,70,3534,3464,Audit stok
L005070,P012,U003,2025-11-09,Retur Supplier,47,4632,4679,Pengembalian supplier
L005448,P018,U004,2025-11-09,Restock,59,3493,3552,Pembelian supplier
L004184,P003,U001,2025-11-09,Restock,14,2171,2185,Pembelian supplier
L002364,P026,U006,2025-11-09,Restock,10,2759,2769,Pembelian supplier
L000335,P028,U006,2025-11-09,Penjualan,61,1973,1912,Produk terjual
L002180,P026,U006,2025-11-09,Barang Rusak,42,2744,2702,Kerusakan barang
L004953,P003,U001,2025-11-09,Penjualan,69,2390,2321,Produk terjual
L003071,P025,U005,2025-11-09,Restock,18,1856,1874,Pembelian supplier
L001171,P017,U004,2025-11-09,Restock,50,1625,1675,Pembelian supplier
L000568,P025,U005,2025-11-09,Restock,3,1565,1568,Pembelian supplier
L004428,P004,U001,2025-11-09,Restock,21,1311,1332,Pembelian supplier
L001008,P016,U004,2025-11-09,Penjualan,21,1349,1328,Produk terjual
L005379,P012,U003,2025-11-10,Penjualan,44,4813,4769,Produk terjual
L003164,P003,U001,2025-11-10,Restock,27,1718,1745,Pembelian supplier
L005741,P025,U005,2025-11-10,Restock,72,2964,3036,Pembelian supplier
L004020,P014,U003,2025-11-10,Restock,37,1332,1369,Pembelian supplier
