id_transaksi,id_seller,id_produk,tanggal,jam_transaksi,jenis_transaksi,kategori,qty,harga_satuan,total_harga,metode_pembayaran,event,diskon,status_transaksi
T013792,U006,P027,2026-05-24,16:31,Pemasukan,Fashion,1,65000,65000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013793,U001,P004,2024-08-18,18:32,Pemasukan,Bakery,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013794,U001,P004,2024-07-16,18:01,Pemasukan,Bakery,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013795,U002,P009,2024-11-23,15:26,Pemasukan,Makanan,1,3500,3500,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013796,U005,P024,2026-07-24,17:01,Pemasukan,Jasa Laundry,1,7000,7000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013797,U001,P002,2026-03-15,18:54,Pemasukan,Minuman,4,15000,60000,QRIS,Ramadan,Harga Normal,Berhasil
T013798,U003,P015,2026-04-22,20:12,Pemasukan,Frozen Food,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013799,U002,P007,2026-12-23,12:54,Pemasukan,Sembako,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013800,U003,P011,2024-10-27,15:10,Pemasukan,Makanan,1,20000,20000,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T013801,U003,P012,2025-11-11,19:38,Pemasukan,Makanan,2,18000,36000,Cash,11.11 Sale,Harga Normal,Berhasil
T013802,U001,P001,2026-07-25,20:46,Pemasukan,Minuman,3,18000,54000,Cash,Tidak Ada Event,Diskon 20%,Berhasil
T013803,U002,P007,2025-05-02,07:13,Pemasukan,Sembako,8,18000,144000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013804,U003,P015,2024-09-14,22:31,Pemasukan,Frozen Food,1,18000,18000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013805,U001,P005,2026-01-04,20:39,Pemasukan,Snack,3,12000,36000,Cash,Tidak Ada Event,Diskon 20%,Berhasil
T013806,U005,P021,2026-05-30,15:10,Pemasukan,Laundry,4,12000,48000,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T013807,U001,P002,2026-12-08,23:38,Pengeluaran,Minuman,3,15000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013808,U003,P015,2024-11-11,15:58,Pemasukan,Frozen Food,2,18000,36000,Cash,11.11 Sale,Diskon 15%,Berhasil
T013809,U003,P011,2024-12-26,17:03,Pemasukan,Makanan,3,20000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013810,U001,P004,2025-01-28,18:36,Pemasukan,Bakery,4,18000,72000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013811,U003,P012,2024-09-27,13:14,Pemasukan,Makanan,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013812,U005,P022,2026-07-01,17:44,Pemasukan,Laundry,4,10000,40000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T013813,U003,P014,2025-04-12,17:23,Pengeluaran,Frozen Food,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013814,U006,P027,2025-06-29,17:02,Pemasukan,Fashion,2,65000,130000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013815,U003,P015,2024-12-25,19:27,Pemasukan,Frozen Food,5,18000,90000,Cash,Natal,Harga Normal,Berhasil
T013816,U003,P011,2025-08-05,19:21,Pemasukan,Makanan,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013817,U004,P020,2024-11-28,12:54,Pemasukan,Minuman,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013818,U004,P018,2025-12-07,07:56,Pemasukan,Bakery,1,15000,15000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013819,U006,P029,2026-08-14,11:09,Pemasukan,Fashion,1,45000,45000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013820,U003,P013,2024-12-16,14:19,Pemasukan,Minuman,1,6000,6000,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T013821,U005,P023,2025-02-21,11:41,Pemasukan,Laundry,2,15000,30000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013822,U004,P019,2025-01-06,17:25,Pemasukan,Minuman,3,22000,66000,Transfer,Tidak Ada Event,Diskon 5%,Berhasil
T013823,U004,P019,2025-01-02,09:44,Pemasukan,Minuman,1,22000,22000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013824,U001,P003,2025-11-30,19:10,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013825,U003,P011,2026-09-16,21:47,Pemasukan,Makanan,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013826,U004,P016,2025-01-12,14:56,Pemasukan,Bakery,3,12000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013827,U002,P008,2025-04-07,13:30,Pemasukan,Sembako,1,16000,16000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013828,U006,P027,2025-11-07,19:04,Pemasukan,Fashion,2,65000,130000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013829,U005,P024,2026-05-31,12:08,Pemasukan,Jasa Laundry,2,7000,14000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013830,U004,P018,2024-12-06,10:08,Pemasukan,Bakery,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013831,U002,P008,2025-08-15,17:12,Pemasukan,Sembako,6,16000,96000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013832,U001,P005,2025-02-10,18:06,Pengeluaran,Snack,1,12000,12000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013833,U004,P018,2025-05-30,16:21,Pemasukan,Bakery,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013834,U003,P012,2024-12-31,18:17,Pemasukan,Makanan,5,18000,90000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013835,U004,P016,2025-09-06,06:54,Pemasukan,Bakery,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013836,U006,P026,2026-05-06,12:14,Pemasukan,Fashion,2,85000,170000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013837,U003,P015,2024-12-31,17:47,Pemasukan,Frozen Food,4,18000,72000,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T013838,U006,P028,2025-05-20,20:02,Pemasukan,Fashion,1,95000,95000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013839,U002,P008,2024-11-04,08:58,Pemasukan,Sembako,3,16000,48000,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T013840,U005,P022,2025-03-06,13:38,Pemasukan,Laundry,2,10000,20000,QRIS,Ramadan,Harga Normal,Berhasil
T013841,U002,P008,2025-10-01,14:42,Pemasukan,Sembako,6,16000,96000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013842,U005,P025,2026-12-10,19:22,Pemasukan,Jasa Laundry,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013843,U001,P003,2025-08-17,18:24,Pengeluaran,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013844,U004,P018,2025-05-05,08:42,Pemasukan,Bakery,2,15000,30000,Cash,5.5 Sale,Harga Normal,Berhasil
T013845,U002,P008,2025-02-02,18:01,Pemasukan,Sembako,1,16000,16000,QRIS,2.2 Sale,Harga Normal,Berhasil
T013846,U002,P009,2026-06-18,17:17,Pemasukan,Makanan,1,3500,3500,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013847,U006,P029,2026-12-14,12:53,Pemasukan,Fashion,1,45000,45000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013848,U003,P013,2024-08-04,18:45,Pemasukan,Minuman,1,6000,6000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013849,U002,P008,2025-12-14,19:39,Pemasukan,Sembako,4,16000,64000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013850,U001,P004,2024-04-04,23:44,Pemasukan,Bakery,4,18000,72000,QRIS,4.4 Sale,Harga Normal,Berhasil
T013851,U002,P008,2024-04-23,13:10,Pemasukan,Sembako,3,16000,48000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013852,U004,P019,2025-08-22,12:38,Pemasukan,Minuman,3,22000,66000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013853,U006,P026,2025-11-07,12:18,Pemasukan,Fashion,1,85000,85000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T013854,U004,P018,2025-03-13,08:29,Pemasukan,Bakery,2,15000,30000,Cash,Ramadan,Harga Normal,Berhasil
T013855,U002,P010,2024-11-13,16:01,Pemasukan,Minuman,1,2500,2500,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013856,U004,P016,2026-09-10,17:46,Pemasukan,Bakery,2,12000,24000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013857,U001,P002,2024-11-03,20:36,Pemasukan,Minuman,1,15000,15000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013858,U004,P018,2026-01-30,11:30,Pemasukan,Bakery,4,15000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013859,U001,P002,2026-04-02,23:11,Pemasukan,Minuman,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013860,U006,P027,2025-10-26,18:43,Pemasukan,Fashion,2,65000,130000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T013861,U001,P001,2024-05-27,22:30,Pemasukan,Minuman,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T013862,U003,P011,2026-01-29,17:38,Pemasukan,Makanan,5,20000,100000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013863,U005,P022,2026-07-19,18:18,Pemasukan,Laundry,5,10000,50000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013864,U002,P006,2026-12-26,18:47,Pemasukan,Sembako,4,75000,300000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013865,U002,P009,2026-02-20,09:20,Pemasukan,Makanan,2,3500,7000,QRIS,Ramadan,Harga Normal,Berhasil
T013866,U004,P018,2025-12-30,11:20,Pemasukan,Bakery,1,15000,15000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013867,U003,P011,2026-08-09,19:37,Pemasukan,Makanan,5,20000,100000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013868,U001,P001,2024-08-23,22:23,Pemasukan,Minuman,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013869,U006,P029,2026-02-18,19:19,Pemasukan,Fashion,2,45000,90000,QRIS,Ramadan,Diskon 10%,Berhasil
T013870,U006,P026,2026-05-24,20:15,Pemasukan,Fashion,2,85000,170000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013871,U005,P022,2025-05-13,14:37,Pemasukan,Laundry,6,10000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013872,U004,P016,2025-05-07,12:07,Pemasukan,Bakery,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013873,U006,P030,2026-01-27,11:21,Pemasukan,Fashion,1,55000,55000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013874,U003,P012,2026-08-05,12:53,Pemasukan,Makanan,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013875,U001,P005,2025-04-12,18:02,Pemasukan,Snack,5,12000,60000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013876,U004,P018,2026-06-24,07:19,Pemasukan,Bakery,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013877,U001,P004,2025-09-12,19:15,Pemasukan,Bakery,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013878,U004,P018,2026-04-30,17:09,Pemasukan,Bakery,2,15000,30000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013879,U004,P018,2026-10-20,07:43,Pemasukan,Bakery,2,15000,30000,Cash,Tidak Ada Event,Diskon 10%,Berhasil
T013880,U002,P008,2026-05-01,07:42,Pemasukan,Sembako,9,16000,144000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013881,U005,P022,2026-03-27,16:21,Pemasukan,Laundry,8,10000,80000,Cash,Lebaran,Harga Normal,Berhasil
T013882,U001,P004,2026-03-29,20:48,Pemasukan,Bakery,2,18000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013883,U005,P022,2025-12-11,11:36,Pemasukan,Laundry,3,10000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013884,U003,P012,2025-09-03,21:30,Pemasukan,Makanan,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013885,U005,P024,2025-03-04,16:47,Pemasukan,Jasa Laundry,4,7000,28000,QRIS,Ramadan,Diskon 15%,Berhasil
T013886,U004,P017,2025-05-24,07:52,Pengeluaran,Bakery,1,8000,8000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T013887,U002,P007,2025-06-04,18:41,Pemasukan,Sembako,5,18000,90000,Transfer,Tidak Ada Event,Diskon 5%,Berhasil
T013888,U002,P010,2026-08-08,08:09,Pemasukan,Minuman,2,2500,5000,QRIS,8.8 Sale,Diskon 5%,Berhasil
T013889,U006,P030,2026-12-19,20:09,Pemasukan,Fashion,1,55000,55000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013890,U002,P008,2025-11-03,11:16,Pemasukan,Sembako,8,16000,128000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013891,U004,P017,2026-04-20,15:50,Pemasukan,Bakery,2,8000,16000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013892,U006,P028,2025-11-14,21:19,Pemasukan,Fashion,1,95000,95000,Cash,Tidak Ada Event,Diskon 10%,Dibatalkan
T013893,U003,P012,2025-04-21,16:43,Pemasukan,Makanan,2,18000,36000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T013894,U005,P022,2026-09-28,15:03,Pemasukan,Laundry,7,10000,70000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013895,U001,P002,2025-06-09,18:21,Pemasukan,Minuman,4,15000,60000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013896,U001,P005,2026-04-24,20:49,Pemasukan,Snack,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013897,U004,P017,2026-04-24,13:49,Pemasukan,Bakery,3,8000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013898,U002,P006,2025-02-20,10:29,Pemasukan,Sembako,1,75000,75000,QRIS,Tidak Ada Event,Harga Normal,Dibatalkan
T013899,U001,P003,2024-08-02,22:49,Pemasukan,Minuman,4,20000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013900,U006,P030,2025-12-08,20:02,Pengeluaran,Fashion,1,55000,55000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013901,U006,P026,2026-08-14,12:19,Pemasukan,Fashion,2,85000,170000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013902,U006,P028,2026-01-05,17:36,Pemasukan,Fashion,1,95000,95000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013903,U003,P012,2025-02-17,12:23,Pemasukan,Makanan,1,18000,18000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013904,U006,P027,2025-06-27,18:49,Pemasukan,Fashion,1,65000,65000,Cash,Tidak Ada Event,Diskon 15%,Berhasil
T013905,U006,P030,2025-06-03,19:54,Pemasukan,Fashion,1,55000,55000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013906,U005,P024,2026-04-22,16:03,Pemasukan,Jasa Laundry,9,7000,63000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013907,U001,P004,2026-11-14,19:16,Pemasukan,Bakery,4,18000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013908,U004,P016,2026-02-18,08:36,Pemasukan,Bakery,2,12000,24000,Cash,Ramadan,Harga Normal,Berhasil
T013909,U004,P019,2026-08-15,17:29,Pemasukan,Minuman,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013910,U001,P005,2025-10-09,19:58,Pemasukan,Snack,6,12000,72000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013911,U002,P007,2024-12-11,10:42,Pemasukan,Sembako,8,18000,144000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T013912,U004,P019,2025-03-03,13:56,Pemasukan,Minuman,1,22000,22000,Transfer,3.3 Sale,Harga Normal,Berhasil
T013913,U001,P005,2026-05-25,23:20,Pengeluaran,Snack,1,12000,12000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013914,U003,P013,2026-05-19,22:22,Pemasukan,Minuman,3,6000,18000,Cash,Tidak Ada Event,Harga Normal,Dibatalkan
T013915,U006,P029,2025-11-14,14:58,Pemasukan,Fashion,2,45000,90000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013916,U005,P021,2026-06-23,13:51,Pemasukan,Laundry,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013917,U002,P008,2025-11-10,20:02,Pemasukan,Sembako,5,16000,80000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013918,U002,P009,2025-02-01,15:46,Pemasukan,Makanan,1,3500,3500,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013919,U006,P029,2025-06-16,14:09,Pemasukan,Fashion,1,45000,45000,Transfer,Tidak Ada Event,Diskon 5%,Berhasil
T013920,U004,P019,2025-01-09,06:46,Pemasukan,Minuman,4,22000,88000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013921,U005,P022,2026-11-13,18:16,Pemasukan,Laundry,5,10000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013922,U001,P001,2025-03-07,22:59,Pemasukan,Minuman,3,18000,54000,QRIS,Ramadan,Harga Normal,Berhasil
T013923,U004,P020,2024-10-05,13:17,Pengeluaran,Minuman,3,18000,54000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013924,U005,P025,2025-05-28,15:16,Pemasukan,Jasa Laundry,9,12000,108000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T013925,U003,P015,2026-11-03,18:44,Pemasukan,Frozen Food,2,18000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013926,U005,P025,2025-03-22,19:34,Pemasukan,Jasa Laundry,10,12000,120000,QRIS,Ramadan,Harga Normal,Berhasil
T013927,U001,P002,2026-11-28,19:19,Pemasukan,Minuman,3,15000,45000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T013928,U005,P025,2026-07-29,10:55,Pemasukan,Jasa Laundry,9,12000,108000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013929,U003,P011,2026-02-10,22:57,Pemasukan,Makanan,4,20000,80000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013930,U004,P020,2025-11-22,16:01,Pemasukan,Minuman,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013931,U006,P029,2025-11-02,10:47,Pemasukan,Fashion,2,45000,90000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013932,U003,P011,2025-05-21,15:10,Pengeluaran,Makanan,5,20000,100000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013933,U006,P027,2025-05-30,19:01,Pemasukan,Fashion,1,65000,65000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013934,U002,P006,2024-10-19,07:06,Pemasukan,Sembako,8,75000,600000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013935,U004,P016,2026-03-03,08:32,Pemasukan,Bakery,4,12000,48000,Cash,3.3 Sale,Harga Normal,Dibatalkan
T013936,U004,P016,2025-04-03,18:10,Pemasukan,Bakery,2,12000,24000,QRIS,Lebaran,Harga Normal,Berhasil
T013937,U003,P013,2026-09-15,18:48,Pemasukan,Minuman,2,6000,12000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013938,U006,P028,2026-12-20,11:42,Pemasukan,Fashion,1,95000,95000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013939,U003,P014,2024-07-22,12:41,Pemasukan,Frozen Food,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013940,U002,P006,2025-05-13,11:50,Pemasukan,Sembako,6,75000,450000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013941,U005,P021,2026-08-11,08:06,Pemasukan,Laundry,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013942,U005,P025,2026-04-06,18:36,Pemasukan,Jasa Laundry,10,12000,120000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013943,U006,P026,2026-08-14,20:49,Pemasukan,Fashion,1,85000,85000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013944,U002,P008,2025-06-15,10:27,Pemasukan,Sembako,10,16000,160000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013945,U002,P008,2026-12-07,17:59,Pemasukan,Sembako,1,16000,16000,QRIS,Tidak Ada Event,Diskon 10%,Berhasil
T013946,U001,P003,2026-11-16,20:18,Pemasukan,Minuman,2,20000,40000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013947,U004,P020,2026-06-01,17:30,Pemasukan,Minuman,1,18000,18000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013948,U001,P004,2025-01-08,20:04,Pemasukan,Bakery,2,18000,36000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T013949,U003,P012,2025-08-05,17:27,Pemasukan,Makanan,2,18000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013950,U001,P002,2025-07-18,21:31,Pemasukan,Minuman,4,15000,60000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T013951,U001,P001,2024-06-07,21:28,Pemasukan,Minuman,3,18000,54000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013952,U003,P012,2026-01-27,15:02,Pemasukan,Makanan,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013953,U005,P022,2026-03-08,13:18,Pemasukan,Laundry,3,10000,30000,QRIS,Ramadan,Harga Normal,Berhasil
T013954,U003,P011,2024-11-06,17:24,Pemasukan,Makanan,4,20000,80000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013955,U004,P018,2026-04-26,06:38,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013956,U002,P006,2026-07-25,14:42,Pemasukan,Sembako,6,75000,450000,Cash,Tidak Ada Event,Diskon 5%,Berhasil
T013957,U004,P017,2024-11-20,13:40,Pemasukan,Bakery,2,8000,16000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013958,U002,P007,2025-01-24,11:29,Pengeluaran,Sembako,1,18000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013959,U003,P014,2025-07-31,20:10,Pemasukan,Frozen Food,2,12000,24000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013960,U004,P019,2026-05-22,15:10,Pemasukan,Minuman,4,22000,88000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013961,U005,P025,2025-11-18,14:00,Pemasukan,Jasa Laundry,9,12000,108000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013962,U006,P029,2026-05-08,12:47,Pemasukan,Fashion,1,45000,45000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013963,U004,P018,2026-02-21,14:34,Pemasukan,Bakery,1,15000,15000,QRIS,Ramadan,Harga Normal,Berhasil
T013964,U002,P008,2024-11-02,09:06,Pemasukan,Sembako,7,16000,112000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013965,U004,P018,2026-05-05,11:33,Pemasukan,Bakery,4,15000,60000,QRIS,5.5 Sale,Harga Normal,Berhasil
T013966,U002,P010,2026-07-28,14:25,Pemasukan,Minuman,1,2500,2500,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013967,U006,P026,2026-07-20,21:55,Pemasukan,Fashion,2,85000,170000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013968,U001,P003,2025-09-20,22:52,Pemasukan,Minuman,2,20000,40000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013969,U002,P006,2025-12-25,12:57,Pemasukan,Sembako,5,75000,375000,QRIS,Natal,Harga Normal,Berhasil
T013970,U001,P004,2026-08-21,23:39,Pemasukan,Bakery,3,18000,54000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013971,U001,P005,2026-12-04,20:38,Pemasukan,Snack,3,12000,36000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013972,U003,P013,2026-09-10,20:50,Pemasukan,Minuman,3,6000,18000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013973,U006,P030,2026-02-14,21:22,Pemasukan,Fashion,2,55000,110000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013974,U002,P008,2026-12-20,20:26,Pemasukan,Sembako,10,16000,160000,QRIS,Tidak Ada Event,Diskon 20%,Berhasil
T013975,U006,P028,2026-04-17,20:38,Pemasukan,Fashion,2,95000,190000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013976,U003,P012,2025-08-27,20:30,Pemasukan,Makanan,2,18000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013977,U004,P018,2025-02-10,16:48,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013978,U001,P002,2026-11-08,23:12,Pemasukan,Minuman,2,15000,30000,QRIS,Tidak Ada Event,Diskon 5%,Berhasil
T013979,U005,P024,2025-04-22,18:56,Pemasukan,Jasa Laundry,7,7000,49000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013980,U004,P018,2025-07-24,15:50,Pemasukan,Bakery,2,15000,30000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013981,U001,P001,2024-05-26,23:44,Pemasukan,Minuman,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013982,U002,P009,2025-12-04,20:31,Pemasukan,Makanan,5,3500,17500,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013983,U001,P001,2026-11-29,19:23,Pemasukan,Minuman,1,18000,18000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013984,U003,P012,2026-08-29,15:18,Pemasukan,Makanan,2,18000,36000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013985,U004,P018,2025-09-25,12:28,Pemasukan,Bakery,3,15000,45000,Transfer,Tidak Ada Event,Harga Normal,Berhasil
T013986,U001,P004,2024-06-30,21:02,Pengeluaran,Bakery,1,18000,18000,Cash,Tidak Ada Event,Diskon 15%,Berhasil
T013987,U004,P020,2024-10-31,18:22,Pemasukan,Minuman,3,18000,54000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013988,U006,P028,2026-12-17,20:01,Pemasukan,Fashion,1,95000,95000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
T013989,U003,P011,2026-02-21,22:21,Pemasukan,Makanan,4,20000,80000,Cash,Ramadan,Diskon 10%,Berhasil
T013990,U001,P002,2025-02-03,18:01,Pengeluaran,Minuman,3,15000,45000,QRIS,Tidak Ada Event,Diskon 15%,Berhasil
T013991,U004,P016,2025-07-28,09:18,Pengeluaran,Bakery,4,12000,48000,Cash,Tidak Ada Event,Harga Normal,Berhasil
T013992,U005,P023,2025-03-25,17:02,Pemasukan,Laundry,2,15000,30000,QRIS,Ramadan,Harga Normal,Berhasil
T013993,U005,P022,2025-02-13,12:52,Pemasukan,Laundry,5,10000,50000,QRIS,Tidak Ada Event,Harga Normal,Berhasil
